MASV,DM1,DM2,DM3,DTC
4357510160,6.73,7.23,7.53,29.02
4357510782,8.0,6.7,6.2,20.9
4357510173,6.37,7.03,7.73,28.86
4357510620,7.9,7.3,7.5,30.2
4357510177,6.7,7.34,8.24,30.52
4357510748,4.0,5.8,5.4,15.45
4357510178,7.84,6.56,6.2,26.8
4357510179,7.27,8.47,9.77,35.28
4357510183,6.92,6.9,7.14,28.1
4357510622,8.1,8.2,5.5,27.27
4357510185,8.4,9.2,9.4,36.4
4357510186,7.1,6.6,7.4,28.5
4357510193,7.4,8.8,6.9,30.0
4357510196,7.0,7.6,7.38,29.36
4357510199,8.6,7.9,6.7,29.9
4357510694,7.3,7.8,6.3,20.77
4357510202,6.83,7.83,8.5,31.66
4357510204,7.1,8.3,6.9,29.2
4357510623,6.6,7.7,7.7,29.7
4357510209,6.4,7.6,7.7,29.4
4357510219,7.9,6.0,8.2,30.3
4357510751,7.25,6.8,4.4,18.45
4357510223,6.8,6.54,6.48,26.3
4357510226,7.76,7.16,8.36,31.64
4357510234,6.47,7.77,7.5,29.24
4357510654,7.03,6.07,7.9,21.0
4357510236,6.34,5.96,7.68,27.66
4357510238,6.86,7.06,8.0,29.92
4357510696,6.5,8.7,6.5,21.15
4357510242,7.7,6.7,8.6,31.6
4357510752,7.5,8.0,4.0,17.63
4357510786,5.6,6.5,6.0,18.1
4357510248,7.86,8.96,7.4,31.62
4357510628,6.5,6.9,7.6,28.6
4357510250,6.0,6.22,7.06,26.34
4357510259,5.5,7.02,5.94,24.4
4357510268,7.34,6.48,7.8,29.42
4357510629,7.02,7.72,7.12,28.98
4357510270,8.4,9.4,8.7,35.2
4357510271,6.04,7.0,8.42,29.88
4357510273,5.2,6.5,6.5,24.7
4357510275,7.06,8.42,6.68,28.84
4357510280,6.84,8.16,7.44,29.88
4357510282,7.5,7.7,6.2,27.6
4357510284,6.04,6.2,7.0,26.24
4357510289,6.3,7.0,6.8,26.9
4357510290,7.1,7.62,7.1,28.92
4357510630,7.4,7.5,8.2,31.3
4357510754,7.0,6.8,4.2,16.65
4357510703,6.5,8.25,5.0,18.56
4357510310,7.0,7.7,7.0,28.7
4357510316,7.3,8.1,7.5,30.4
4357510320,7.6,8.37,7.4,30.77
4357510323,6.26,8.02,6.9,28.08
4357510632,6.77,6.33,7.77,28.64
4357510634,7.2,8.7,8.8,33.5
4357510756,6.5,5.4,4.8,16.13
4357510347,6.86,7.02,6.98,27.84
4357510708,7.7,7.0,8.5,23.77
4357510348,7.98,7.42,6.44,28.28
4357510349,6.4,7.7,7.3,28.7
4357510350,6.84,5.9,5.66,24.06
4357510635,7.5,7.5,8.1,31.2
4357510356,7.14,7.98,7.16,29.44
4357510358,6.22,6.22,6.74,25.92
4357510359,6.7,7.38,5.52,25.12
4357510360,7.12,7.74,5.86,26.58
4357510361,7.4,6.7,7.7,29.5
4357510364,7.4,7.1,7.4,29.3
4357510366,7.12,7.24,6.9,28.16
4357510758,5.75,7.75,5.4,18.23
4357510368,6.6,7.4,8.2,30.4
4357510370,5.88,6.82,6.36,25.42
4357510374,7.43,7.1,8.5,31.53
4357510376,6.92,6.48,6.26,25.92
4357510377,6.8,6.1,6.2,25.3
4357510378,7.3,7.7,6.9,28.8
4357510382,6.54,5.54,6.94,25.96
4357510386,6.1,8.1,7.2,28.6
4357510736,7.0,6.6,7.9,21.5
4357510777,7.1,6.5,6.7,20.3
4357510390,8.6,8.0,8.7,34.0
4357510779,5.6,6.6,8.0,20.2
4357510397,5.67,6.77,6.67,25.78
4357510637,6.4,7.0,7.6,28.6
4357510663,7.2,8.4,8.5,24.45
4357510402,7.57,6.03,7.47,28.54
4357510714,8.9,7.8,7.4,23.62
4357510760,7.6,6.75,6.0,19.76
4357510408,6.46,5.96,8.0,28.42
4357510409,7.4,8.0,7.9,31.2
4357510413,7.32,6.38,7.04,27.78
4357510715,8.9,6.8,7.1,22.42
4357510716,8.3,6.2,7.6,22.27
4357510416,7.26,6.48,6.26,26.26
4357510417,7.98,6.26,7.58,29.4
4357510419,8.04,7.64,7.9,31.48
4357510422,7.24,7.58,7.38,29.58
4357510718,8.0,6.5,8.0,22.87
4357510783,5.6,7.3,6.6,19.5
4357510638,7.2,8.24,6.38,28.2
4357510424,6.82,7.52,7.42,29.18
4357510426,7.7,7.6,6.4,28.1
4357510429,7.68,6.72,8.02,30.44
4357510433,7.14,7.76,7.98,30.86
4357510785,6.6,6.3,7.7,20.3
4357510639,6.6,8.4,7.6,30.2
4357510444,6.44,6.98,6.32,26.06
4357510446,7.6,8.38,7.62,31.22
4357510447,6.4,7.27,6.3,26.27
4357510449,5.86,6.12,6.56,25.1
4357510451,8.0,8.4,8.4,33.2
4357510608,7.8,6.8,7.4,29.4
4357510720,8.6,7.4,7.7,23.55
4357510640,7.0,8.5,8.1,31.7
4357510458,7.0,7.1,7.8,29.7
4357510460,6.8,5.4,6.3,24.8
4357510462,7.23,7.7,6.53,27.99
4357510765,6.25,7.4,6.2,19.54
4357510723,7.3,6.0,7.6,21.37
4357510774,7.1,7.37,7.03,21.5
4357510724,6.5,5.7,7.6,20.55
4357510475,6.24,6.3,6.42,25.38
4357510780,6.5,7.2,5.5,19.2
4357510480,6.9,6.9,6.4,26.6
4357510725,8.3,7.8,8.5,24.82
4357510483,5.53,6.63,6.1,24.36
4357510487,6.9,7.3,5.5,25.2
4357510489,7.5,8.4,7.5,30.9
4357510493,8.4,7.5,7.9,31.7
4357510494,7.72,6.88,8.08,30.76
4357510497,6.2,7.36,6.54,26.64
4357510498,7.12,6.5,6.4,26.42
4357510499,7.78,7.8,7.46,30.5
4357510501,7.57,7.93,7.93,31.36
4357510502,8.23,7.03,8.37,32.0
4357510503,6.66,7.7,8.02,30.4
4357510504,7.0,8.03,7.77,30.57
4357510507,6.1,6.44,6.3,25.14
4357510643,6.6,7.3,7.4,28.7
4357510510,6.27,7.5,7.03,27.83
4357510512,6.12,5.74,6.98,25.82
4357510513,6.7,7.3,8.0,30.0
4357510523,8.32,7.88,8.42,33.04
4357510645,8.0,8.0,7.9,31.8
4357510530,6.9,7.94,7.7,30.24
4357510781,6.6,8.3,7.4,22.3
4357510769,8.25,9.25,8.6,26.03
4357510646,7.1,7.7,6.8,28.4
4357510539,7.82,7.48,8.92,33.14
4357510540,6.56,6.88,7.12,27.68
4357510543,6.83,8.43,7.57,30.4
4357510545,5.7,6.32,8.22,28.46
4357510550,7.26,6.68,6.72,27.38
4357510648,5.9,7.8,6.6,26.9
4357510552,7.4,8.28,7.28,30.24
4357510655,7.5,8.0,6.9,22.23
4357510772,7.0,6.75,5.0,17.81
4357510560,6.92,7.28,7.64,29.48
4357510562,6.07,7.73,6.93,27.66
4357510564,7.46,7.92,8.5,32.38
4357510566,7.13,7.73,7.9,30.66
4357510567,6.76,6.44,6.88,26.96
4357510570,7.28,7.44,7.06,28.84
4357510571,7.8,6.6,6.2,26.8
4357510732,6.6,7.3,7.1,21.07
4357510572,7.3,8.02,7.7,30.72
4357510778,6.0,6.5,5.9,18.4
4357510578,6.0,6.04,6.38,24.8
4357510775,7.7,7.1,7.6,22.4
4357510580,6.72,5.82,6.7,25.94
4357510787,7.3,6.9,5.7,19.2
4357510647,7.2,6.4,6.1,25.8
4357510587,6.17,6.8,6.0,24.97
4357510595,6.47,7.93,7.63,29.66
4357510599,7.4,6.87,6.83,27.93
4357510602,7.8,8.6,7.8,32.0
4357520002,6.2,6.14,5.76,18.1
4357520278,7.6,7.6,7.6,22.8
4357520003,6.2,8.0,8.4,22.6
4357520004,7.4,6.3,6.5,20.2
4357520006,6.23,7.97,7.07,21.27
4357520008,6.63,7.17,4.8,18.6
4357520283,7.3,8.2,6.1,21.6
4357520014,6.8,7.1,6.9,20.8
4357520015,7.7,7.28,6.5,21.48
4357520018,7.5,7.53,7.5,22.53
4357520019,7.42,6.62,6.46,20.5
4357520020,7.0,8.5,6.8,22.3
4357520026,7.74,6.66,7.14,21.54
4357520257,7.9,7.7,6.8,22.4
4357520036,7.53,7.3,6.6,21.43
4357520286,7.2,7.5,6.7,21.4
4357520040,8.2,8.8,8.4,25.4
4357520041,6.47,7.03,7.03,20.53
4357520042,6.63,7.37,6.3,20.3
4357520051,7.5,9.5,7.6,24.6
4357520273,7.7,6.6,7.6,21.9
4357520062,7.5,7.8,8.1,23.4
4357520063,6.0,6.4,6.34,18.74
4357520068,8.1,7.82,7.2,23.12
4357520070,7.14,7.2,6.68,21.02
4357520071,6.1,8.6,7.4,22.1
4357520074,6.83,8.4,6.4,21.63
4357520073,6.9,7.37,7.7,21.97
4357520075,6.1,6.1,6.0,18.2
4357520081,7.2,7.4,6.7,21.3
4357520085,6.9,8.3,7.7,22.9
4357520086,6.57,8.67,7.3,22.54
4357520090,7.47,6.07,7.6,21.14
4357520091,6.83,7.33,7.2,21.36
4357520317,7.0,8.0,5.2,20.2
4357520261,6.3,6.6,5.7,18.6
4357520100,7.6,8.1,6.8,22.5
4357520263,7.6,7.1,7.2,21.9
4357520264,7.25,6.5,3.8,17.55
4357520104,7.88,7.46,7.86,23.2
4357520109,6.02,6.56,6.76,26.48
4357520111,6.48,5.94,7.1,19.52
4357520118,7.23,7.93,7.6,22.76
4357520294,6.8,7.3,6.7,20.8
4357520127,7.3,7.9,7.3,22.5
4357520275,6.3,7.4,6.2,19.9
4357520133,6.1,7.2,7.2,20.5
4357520267,8.3,7.1,8.3,23.7
4357520139,6.32,7.34,6.76,20.42
4357520142,6.8,7.2,6.7,20.7
4357520144,6.7,7.1,6.6,20.4
4357520146,8.76,8.02,6.82,23.6
4357520150,7.4,7.8,7.1,22.3
4357520300,7.4,6.5,7.0,20.9
4357520157,6.0,7.4,7.7,21.1
4357520161,6.9,6.75,7.25,20.9
4357520277,7.3,6.4,7.1,20.8
4357520268,6.74,7.08,7.8,21.62
4357520167,7.6,7.4,5.2,20.2
4357520171,6.86,6.76,6.02,19.64
4357520172,7.06,7.46,6.68,21.2
4357520174,7.3,7.5,8.6,23.4
4357520180,6.2,7.4,7.9,21.5
4357520190,6.07,5.87,7.2,19.14
4357520195,7.3,8.4,7.4,23.1
4357520196,7.3,8.0,7.4,22.7
4357520197,6.94,6.08,6.24,19.26
4357520200,8.0,8.3,6.5,22.8
4357520208,6.7,6.8,6.3,19.8
4357520308,8.3,8.0,6.4,22.7
4357520211,7.5,7.9,7.0,22.4
4357520310,6.9,8.0,7.2,22.1
4357520217,6.13,7.8,6.2,20.13
4357520220,7.5,8.14,8.4,24.04
4357520221,6.2,7.83,6.43,20.46
4357520226,5.6,7.6,6.53,19.73
4357520239,7.2,7.66,6.94,21.8
4357520242,7.1,7.02,8.06,22.18
4357520248,7.2,7.7,7.2,22.1
4357520276,7.8,9.0,9.4,26.2
4357520253,7.6,8.0,7.0,22.6
4359010172,8.3,8.3,7.9,24.5
4359010173,8.0,8.2,8.5,24.7
4359010008,8.5,8.4,8.7,25.6
4359010012,8.0,9.2,8.47,25.67
4359010018,8.9,8.5,9.8,27.2
4359010019,7.23,8.87,9.13,25.23
4359010020,9.08,8.94,9.16,27.18
4359010175,6.9,8.6,9.0,24.5
4359010023,8.2,9.0,9.6,26.8
4359010024,8.6,9.2,7.5,25.3
4359010029,7.8,8.7,8.7,25.2
4359010030,7.5,8.7,8.0,24.2
4359010033,7.0,8.1,8.8,23.9
4359010038,8.1,8.9,7.9,24.9
4359010157,7.9,8.55,8.25,24.7
4359010040,8.4,8.5,9.2,26.1
4359010042,7.26,8.1,7.94,23.3
4359010049,7.8,8.7,8.6,25.1
4359010050,8.8,7.8,7.1,23.7
4359010168,8.5,8.0,7.8,24.3
4359010053,8.7,9.4,8.9,27.0
4359010054,8.1,7.2,8.0,23.3
4359010057,8.96,8.88,7.98,25.82
4359010058,8.2,7.9,8.7,24.8
4359010160,8.12,7.98,8.5,24.6
4359010060,8.85,8.45,9.1,26.4
4359010178,7.0,8.25,8.5,23.75
4359010063,8.02,8.2,8.58,24.8
4359010064,7.94,8.2,9.02,25.16
4359010066,6.5,8.8,8.4,23.7
4359010067,7.53,8.3,7.97,23.8
4359010069,8.35,7.7,7.65,23.7
4359010071,8.1,8.8,7.9,24.8
4359010180,7.7,8.9,8.6,25.2
4359010078,8.5,9.1,9.2,26.8
4359010193,8.7,7.0,8.7,24.4
4359010082,8.7,8.8,7.7,25.2
4359010085,7.1,8.2,8.8,24.1
4359010092,9.2,7.7,8.2,25.1
4359010093,8.0,8.2,9.4,25.6
4359010094,7.24,8.66,8.34,24.24
4359010163,7.0,8.4,8.6,24.0
4359010100,8.4,8.7,8.9,26.0
4359010101,8.3,7.7,7.7,23.7
4359010105,7.54,9.3,8.28,25.12
4359010108,6.8,8.25,8.6,23.65
4359010109,8.08,7.48,8.28,23.84
4359010164,8.25,8.25,8.75,25.25
4359010195,7.1,8.6,8.5,24.2
4359010112,8.6,8.7,8.6,25.9
4359010120,8.1,8.8,8.9,25.8
4359010126,8.7,9.1,8.4,26.2
4359010128,8.0,9.1,8.9,26.0
4359010130,8.0,8.7,8.3,25.0
4359010134,8.56,8.36,7.74,24.66
4359010135,8.8,9.1,8.3,26.2
4359010138,8.5,8.2,8.1,24.8
4359010166,8.1,8.0,9.2,25.3
4359010139,8.43,8.67,7.83,24.93
4359010140,7.7,9.05,8.95,25.7
4359010143,7.6,8.8,9.1,25.5
4359010144,8.1,6.9,8.5,23.5
4359010194,8.5,8.1,8.0,24.6
4359010153,7.9,9.12,8.34,25.36
4359010154,7.5,8.6,8.2,24.3
4359020036,8.0,7.8,9.0,24.8
4359020001,5.9,7.2,9.5,22.6
4359020048,6.1,7.3,9.0,22.4
4359020003,7.0,8.4,9.0,24.4
4359020004,6.9,7.7,9.0,23.6
4359020005,5.9,7.5,9.0,22.4
4359020043,6.7,9.0,9.0,25.27
4359020006,6.0,7.7,9.25,22.95
4359020007,6.4,7.2,9.25,22.85
4359020008,8.0,6.8,9.25,24.05
4359020009,8.2,7.5,9.25,24.95
4359020010,5.47,7.47,9.0,21.93
4359020011,6.32,7.52,9.25,23.09
4359020012,6.07,6.87,9.0,21.93
4359020014,6.5,7.4,9.0,22.9
4359020015,6.0,8.5,9.0,23.5
4359020017,8.8,6.7,9.0,24.5
4359020040,7.8,9.2,9.0,25.8
4359020019,7.1,6.9,9.5,23.5
4359020037,7.0,6.5,9.0,22.5
4359020020,6.4,8.3,9.25,23.95
4359020021,5.04,5.98,9.0,20.02
4359020023,7.6,6.3,9.0,22.9
4359020024,5.2,8.0,9.0,22.2
4359020039,6.7,6.8,9.25,22.75
4359020046,6.5,6.8,9.25,22.55
4359020025,7.23,7.73,9.25,24.22
4359020026,7.3,7.5,9.25,24.05
4359020028,6.4,7.9,9.25,23.55
4359020029,5.5,6.3,9.25,21.05
4359020044,7.4,8.0,9.0,25.05
4359020030,6.0,7.3,9.0,22.3
4359020032,5.7,6.7,9.0,21.4
4359020033,7.1,7.1,9.5,23.7
4359020038,,,,
4359030002,,,,
4359030003,,,,
4359030013,,,,
4359030011,,,,
4359030005,,,,
4359030006,,,,
4359030007,,,,
4359030008,,,,
4359030009,,,,
